id,loss
1404,1.8883531
1406,1.8998464
1409,1.8809549
1422,1.887522
1429,1.9123356
1433,1.9371027
1438,1.8771876
1444,1.887522
1446,1.895767
1450,1.887522
1451,1.8809549
1454,1.903836
1458,1.9141555
1461,1.903622
1464,1.9418272
1465,1.8933748
1478,1.887522
1479,1.8771876
1480,1.9072456
1484,1.887522
1486,1.8771876
1488,1.8771876
1489,1.9185601
1491,1.887522
1507,1.8999954
1515,1.8933748
1519,1.8980944
1528,1.8933748
1529,1.8933748
1530,1.9183197
1532,1.8848184
1541,1.895767
1542,1.9173435
1547,1.8809549
1549,1.8809549
1553,1.9117488
1554,1.8998464
1555,1.8933748
1559,1.8920071
1565,1.8934773
1568,1.8771876
1576,1.9277198
1579,1.8771876
1592,1.8920071
1596,1.9117243
1605,1.8809549
1607,1.8920071
1612,1.8771876
1617,1.9086725
1619,1.9137247
1620,1.9349085
1624,1.887522
1627,1.887522
1633,1.8883531
1636,1.8771876
1639,1.887522
1640,1.9086725
1644,1.8809549
1646,1.8933748
1647,1.9062233
1654,1.8883531
1655,1.908328
1664,1.925343
1665,1.8984834
1667,1.9251535
1669,1.887522
1678,1.8933748
1682,1.9117488
1689,1.8809549
1690,1.9100299
1693,1.925343
1695,1.8771876
1705,1.9058868
1706,1.9053166
1708,1.8934773
1716,1.9056252
1720,1.936933
1722,1.887522
1749,1.9045643
1750,1.9062233
1751,1.9367424
1760,1.887522
1763,1.9127667
1770,1.9117488
1777,1.8933748
1785,1.908328
1791,1.8920071
1794,1.9116961
1800,1.8920071
1816,1.8809549
1817,1.887522
1821,1.903836
1836,1.8809549
1838,1.8920071
1851,1.9109449
1852,1.9157922
1854,1.9053166
1856,1.8771876
1865,1.8771876
1872,1.8809549
1878,1.8771876
1880,1.8809549
1881,1.887522
1882,1.887522
1886,1.8771876
1892,1.9100523
1894,1.9085394
1898,1.8999954
1899,1.9062233
1902,1.8886011
1903,1.9298989
1906,1.898677
1910,1.9077542
1911,1.895767
1914,1.9183197
1929,1.9329772
1932,1.8933748
1952,1.887522
1959,1.8809549
1960,1.887522
1976,1.9303983
1980,1.9141555
1981,1.887522
1987,1.8962843
1994,1.8933748
2000,1.887522
2008,1.9127624
2011,1.9031885
2012,1.928026
2019,1.9100299
2022,1.9123356
2024,1.9301443
2028,1.8920071
2030,1.9171882
2031,1.936933
2047,1.8984834
2049,1.8809549
2050,1.894737
2051,1.919893
2056,1.895767
2057,1.8920071
2059,1.9143786
2069,1.9229625
2085,1.9173988
2089,1.8809549
2090,1.887522
2101,1.9017469
2114,1.8937988
2115,1.887522
2118,1.8858113
2119,1.8922051
2125,1.887522
2128,1.922615
2129,1.8999954
2132,1.8918291
2133,1.9044452
2135,1.887522
2136,1.887522
2143,1.887522
2144,1.8809549
2145,1.9113806
2152,1.9224259
2160,1.9176736
2166,1.8920071
2169,1.8771876
2170,1.9091942
2172,1.887522
2181,1.9109449
2183,1.8933748
2185,1.9090686
2188,1.9053166
2189,1.9056252
2194,1.9171882
2202,1.8933748
2208,1.9141555
2227,1.8984834
2230,1.9281268
2235,1.8933748
2236,1.8771876
2244,1.9473723
2248,1.894737
2252,1.887522
2254,1.8962843
2260,1.9075481
2263,1.8933748
2274,1.887522
2277,1.8771876
2279,1.9301443
2280,1.936933
2283,1.8999954
2284,1.8771876
2288,1.9141454
2292,1.9049302
2295,1.9242766
2296,1.887522
2299,1.8922051
2315,1.9320302
2318,1.8771876
2329,1.9371027
2337,1.887522
2340,1.8920071
2342,1.8920071
2347,1.9251833
2349,1.9303983
2354,1.8809549
2361,1.8995194
2370,1.8918291
2378,1.9223815
2382,1.926758
2387,1.8962843
2389,1.8962843
2394,1.8962843
2396,1.887522
2400,1.9154551
2407,1.9109449
2414,1.887522
2415,1.9012198
2421,1.9044082
2427,1.8995194
2428,1.9123356
2430,1.9053166
2435,1.9117488
2445,1.9044452
2446,1.8984834
2447,1.8933748
2449,1.9108845
2451,1.8933748
2458,1.9303983
2462,1.9368968
2463,1.9116046
2467,1.9081287
2471,1.9267803
2475,1.936933
2478,1.9017469
2483,1.9117488
2485,1.8809549
2487,1.8809549
2494,1.8771876
2497,1.90963
2499,1.894737
2503,1.8998464
2513,1.9229625
2515,1.9085394
2522,1.8920071
2523,1.8809549
2528,1.9100299
2532,1.922787
2536,1.8771876
2538,1.8970301
2539,1.8809549
2540,1.8988249
2545,1.928026
2548,1.887522
2549,1.8933748
2553,1.8980944
2563,1.894737
2566,1.9127667
2574,1.8920071
2575,1.9121639
2584,1.8984834
2588,1.8999954
2589,1.887522
2592,1.895767
2596,1.8809549
2598,1.9108845
2602,1.8809549
2603,1.898677
2607,1.8984834
2609,1.903836
2611,1.928026
2627,1.887522
2628,1.9045588
2630,1.9117488
2633,1.9100299
2636,1.922155
2640,1.894737
2641,1.8920071
2657,1.9045643
2659,1.8809549
2662,1.887522
2663,1.887522
2667,1.911756
2670,1.8809549
2682,1.9088641
2694,1.911756
2699,1.9045643
2700,1.9135362
2703,1.9175321
2708,1.8933748
2714,1.8771876
2725,1.887522
2726,1.8809549
2727,1.887522
2732,1.9154551
2733,1.9371027
2736,1.9316337
2745,1.9117488
2760,1.8771876
2764,1.903836
2765,1.9161469
2766,1.8771876
2775,1.8998464
2783,1.895767
2784,1.8920071
2786,1.8995194
2801,1.8771876
2803,1.8933748
2813,1.9281268
2815,1.931839
2816,1.8975996
2818,1.9053166
2819,1.9062233
2822,1.8809549
2825,1.887522
2826,1.8933748
2830,1.8922051
2834,1.9012198
2835,1.903836
2856,1.8998464
2873,1.9302078
2886,1.9173988
2892,1.8933748
2896,1.8771876
2897,1.8920071
2899,1.9056252
2901,1.8933748
2909,1.923767
2914,1.9134916
2915,1.8919
2916,1.8920071
2919,1.8771876
2926,1.9133593
2927,1.905785
2933,1.898677
2934,1.9223815
2941,1.8984834
2942,1.8962843
2946,1.903622
2949,1.8920071
2952,1.9069707
2957,1.9127624
2962,1.9100299
2963,1.887522
2965,1.9012198
2966,1.9281268
2971,1.8977407
2975,1.8771876
2979,1.8809549
2985,1.9426342
2995,1.905828
2996,1.887522
3001,1.9251833
3007,1.9050459
3008,1.8809549
3014,1.9195946
3017,1.9242766
3021,1.887522
3025,1.9171882
3026,1.9013335
3034,1.9035382
3035,1.9156331
3044,1.9100299
3046,1.9004706
3047,1.9255967
3057,1.9050379
3059,1.9281268
3063,1.928026
3065,1.8920071
3067,1.8999954
3069,1.8933748
3076,1.9224259
3086,1.8809549
3088,1.9127667
3090,1.894737
3096,1.9127667
3100,1.887522
3102,1.8922051
3103,1.9229625
3107,1.8933748
3118,1.8918746
3120,1.9134262
3123,1.9000301
3128,1.8809549
3132,1.9012198
3140,1.887522
3152,1.9141555
3165,1.9026356
3183,1.895767
3190,1.8771876
3197,1.8984834
3201,1.887522
3203,1.895767
3214,1.8933748
3219,1.8999954
3220,1.8984834
3221,1.9035382
3229,1.894737
3234,1.8809549
3235,1.9349085
3240,1.9045588
3241,1.887522
3249,1.887522
3254,1.8933748
3264,1.9127667
3266,1.9117488
3270,1.8933748
3282,1.887522
3285,1.887522
3289,1.8809549
3291,1.8962843
3295,1.8933748
3299,1.8771876
3302,1.8922051
3303,1.9303983
3308,1.922787
3309,1.8980944
3324,1.8962843
3327,1.9159094
3330,1.919893
3335,1.8809549
3339,1.9045643
3340,1.895767
3343,1.9059497
3350,1.9202316
3353,1.8920071
3356,1.936933
3361,1.9137247
3368,1.8771876
3376,1.887522
3381,1.887522
3383,1.8980944
3397,1.9150873
3403,1.9053166
3405,1.895767
3410,1.9056252
3412,1.9035382
3416,1.9150873
3417,1.887522
3423,1.9157922
3427,1.9231669
3435,1.9116961
3439,1.8920071
3441,1.8933748
3450,1.8933748
3453,1.887522
3454,1.8962843
3458,1.9473723
3459,1.8998464
3467,1.9229625
3469,1.9091942
3477,1.8771876
3478,1.9473723
3482,1.8933748
3484,1.9281268
3506,1.8934773
3515,1.9233307
3522,1.9050379
3523,1.8920071
3526,1.8771876
3532,1.8858113
3534,1.9012198
3537,1.8809549
3539,1.8809549
3542,1.9183197
3545,1.8809549
3552,1.887522
3554,1.887522
3573,1.8998464
3576,1.8886011
3577,1.9185601
3580,1.8809549
3583,1.8933748
3584,1.8998464
3609,1.8809549
3613,1.919893
3623,1.8934773
3624,1.9093437
3638,1.9303983
3642,1.887522
3643,1.8984834
3647,1.887522
3653,1.9085394
3654,1.9229625
3656,1.9012198
3658,1.8809549
3659,1.9129957
3663,1.9281268
3664,1.9240389
3666,1.887522
3681,1.8809549
3689,1.8998464
3694,1.9034415
3695,1.887522
3699,1.887522
3701,1.8998464
3704,1.9108843
3721,1.8998464
3726,1.9187422
3727,1.9056252
3729,1.9134262
3731,1.9185601
3738,1.9095703
3740,1.9044082
3744,1.8771876
3757,1.8809549
3758,1.8933748
3778,1.8920071
3781,1.9170911
3790,1.923767
3796,1.8771876
3798,1.931839
3804,1.8809549
3813,1.8771876
3814,1.8771876
3815,1.9182079
3818,1.9012198
3823,1.9086725
3826,1.9197131
3831,1.8933748
3834,1.915204
3835,1.9100299
3849,1.9100299
3850,1.9045643
3855,1.903836
3864,1.9100299
3867,1.9093437
3871,1.8809549
3879,1.903836
3880,1.9086725
3882,1.9253564
3884,1.9473723
3893,1.8933748
3895,1.887522
3901,1.9053166
3903,1.887522
3913,1.8771876
3921,1.8848184
3929,1.9100299
3947,1.887522
3962,1.9134262
3963,1.8809549
3966,1.894737
3975,1.8883531
3976,1.9154972
3977,1.9117488
3978,1.887522
3979,1.887522
3983,1.8998464
3985,1.887522
3989,1.9473723
3992,1.8998464
3995,1.9012198
4008,1.895767
4013,1.903836
4029,1.9117488
4035,1.9091942
4040,1.895767
4048,1.8771876
4060,1.895767
4066,1.8771876
4075,1.8771876
4079,1.9012198
4083,1.8883531
4091,1.8933748
4092,1.9112823
4093,1.8962843
4098,1.903622
4108,1.8809549
4109,1.8771876
4110,1.918675
4116,1.9117488
4129,1.887522
4130,1.922787
4140,1.9229625
4146,1.8962843
4150,1.9281268
4151,1.9368968
4153,1.8920071
4169,1.9368968
4170,1.915204
4179,1.9053166
4183,1.9093437
4188,1.903622
4190,1.8920071
4193,1.8999954
4201,1.9303983
4205,1.9012198
4210,1.8933748
4226,1.9117488
4229,1.8984834
4241,1.9141555
4242,1.8962843
4257,1.9322203
4258,1.8771876
4260,1.9100299
4263,1.9187422
4267,1.8809549
4273,1.8771876
4274,1.887522
4277,1.887522
4281,1.8809549
4283,1.9281268
4293,1.8998464
4294,1.8809549
4305,1.9139767
4307,1.895767
4318,1.9096808
4325,1.9141555
4327,1.9367424
4332,1.8984834
4335,1.9272542
4336,1.9186871
4337,1.8771876
4339,1.9368968
4343,1.894737
4346,1.8809549
4348,1.887522
4350,1.9231347
4358,1.9044452
4359,1.9182079
4363,1.9128128
4366,1.9322203
4374,1.8771876
4375,1.9012198
4377,1.887522
4393,1.9223815
4395,1.9151791
4400,1.8809549
4402,1.9322203
4404,1.923767
4415,1.8962843
4418,1.8920071
4422,1.887522
4430,1.8933748
4432,1.8933748
4433,1.8933748
4435,1.9367424
4438,1.8933748
4444,1.8920071
4447,1.8920071
4451,1.9368968
4452,1.8957076
4457,1.9056252
4459,1.9134262
4469,1.8771876
4471,1.931839
4486,1.8771876
4488,1.9100299
4510,1.8771876
4515,1.8771876
4527,1.919893
4530,1.895767
4534,1.887522
4535,1.922615
4536,1.887522
4548,1.922615
4549,1.8933748
4551,1.9127624
4556,1.8998464
4559,1.8771876
4564,1.8920071
4570,1.9231669
4575,1.9242766
4584,1.9199549
4585,1.9045643
4591,1.8920071
4592,1.887522
4593,1.887522
4594,1.8933748
4598,1.8998464
4607,1.9183197
4608,1.887522
4620,1.9012198
4621,1.9171454
4625,1.911756
4635,1.9109449
4638,1.9303983
4652,1.9134262
4657,1.9013335
4658,1.887522
4666,1.9281268
4672,1.8933748
4676,1.9231669
4680,1.8809549
4681,1.9150873
4683,1.8933748
4684,1.8933748
4689,1.8962843
4690,1.9117488
4692,1.9013335
4697,1.9100299
4700,1.8957076
4705,1.9473723
4721,1.8920071
4726,1.9031885
4729,1.887522
4731,1.9223815
4736,1.895767
4739,1.9017469
4740,1.8933748
4753,1.887522
4754,1.9224259
4755,1.9053166
4756,1.8771876
4759,1.8933748
4764,1.8771876
4771,1.9171454
4772,1.887522
4776,1.8771876
4780,1.9081287
4784,1.895767
4786,1.8933748
4787,1.9127624
4789,1.887522
4794,1.895767
4800,1.898677
4807,1.9035382
4813,1.9473723
4818,1.8934773
4823,1.9473723
4824,1.894737
4829,1.905785
4830,1.887522
4835,1.9203945
4844,1.8962843
4845,1.9031885
4846,1.915204
4847,1.8809549
4854,1.9100299
4857,1.9056252
4861,1.8771876
4863,1.8984834
4866,1.9045643
4869,1.922787
4871,1.887522
4872,1.9044082
4875,1.8922051
4877,1.9368968
4878,1.8771876
4885,1.8920071
4886,1.8771876
4888,1.9137247
4890,1.8922051
4896,1.8920071
4899,1.9056252
4913,1.8771876
4916,1.8984834
4920,1.9223815
4925,1.9109968
4934,1.9095703
4941,1.9116046
4946,1.8809549
4954,1.8922051
4956,1.8934773
4958,1.9117488
4965,1.887522
4966,1.887522
4970,1.9137247
4977,1.9012198
4980,1.8920071
4984,1.903836
4995,1.887522
4997,1.9171454
4999,1.8809549
5005,1.9134262
5011,1.8934773
5015,1.9053166
5016,1.8984834
5019,1.895767
5024,1.9100523
5030,1.9085394
5031,1.9100299
5034,1.9117488
5047,1.9373556
5048,1.8980944
5052,1.8933748
5061,1.9053166
5062,1.9113806
5067,1.8933748
5068,1.9213355
5077,1.8771876
5079,1.911756
5090,1.9134916
5094,1.9100523
5103,1.9044082
5104,1.887522
5106,1.9039676
5107,1.894737
5110,1.887522
5114,1.9100299
5116,1.911756
5121,1.9473723
5122,1.895767
5124,1.887522
5132,1.9173435
5133,1.903836
5138,1.8922051
5143,1.9100299
5153,1.8957076
5154,1.8998464
5155,1.8920071
5160,1.8858113
5169,1.9107392
5172,1.9161146
5173,1.9183563
5179,1.887522
5182,1.9127624
5187,1.8809549
5192,1.9245003
5211,1.8920071
5213,1.9113806
5219,1.887522
5225,1.9056252
5226,1.8920071
5227,1.9169623
5228,1.887522
5239,1.9197131
5241,1.8920071
5244,1.9053166
5248,1.9223815
5260,1.887522
5266,1.8771876
5273,1.895767
5280,1.9473723
5298,1.9069707
5300,1.887522
5306,1.895767
5307,1.887522
5311,1.928026
5316,1.8933748
5323,1.8809549
5332,1.8809549
5336,1.887522
5338,1.8933748
5342,1.887522
5347,1.8771876
5355,1.9136635
5357,1.9056252
5362,1.887522
5363,1.8809549
5364,1.8809549
5366,1.9171454
5374,1.9367424
5375,1.887522
5379,1.9069108
5380,1.8980944
5383,1.8886011
5385,1.8809549
5390,1.887522
5393,1.9127624
5398,1.8998464
5411,1.9100299
5414,1.8771876
5429,1.895767
5432,1.9298989
5436,1.8771876
5437,1.919893
5439,1.887522
5440,1.9171882
5449,1.9053166
5458,1.887522
5460,1.8809549
5462,1.8920071
5463,1.9034415
5465,1.9056252
5467,1.908328
5475,1.928026
5483,1.9012198
5485,1.8771876
5489,1.9049006
5493,1.915204
5497,1.8771876
5501,1.8998464
5506,1.8771876
5507,1.887522
5510,1.9159722
5524,1.922615
5531,1.8771876
5542,1.8980944
5543,1.9161469
5544,1.915204
5552,1.8933748
5560,1.894737
5563,1.922615
5573,1.9081929
5579,1.8771876
5584,1.8933748
5585,1.9127624
5594,1.8920071
5595,1.8933748
5597,1.9056252
5598,1.887522
5604,1.8771876
5606,1.9017469
5610,1.8771876
5615,1.925343
5631,1.8809549
5637,1.8934773
5646,1.8995194
5656,1.922615
5658,1.9303983
5666,1.8920071
5668,1.9050459
5673,1.8771876
5680,1.8970301
5691,1.905817
5692,1.9044452
5693,1.8934773
5697,1.9045588
5698,1.8934773
5700,1.9006343
5704,1.9056252
5705,1.8962828
5707,1.8809549
5710,1.8809549
5716,1.887522
5720,1.8809549
5722,1.903836
5727,1.887522
5733,1.8883531
5737,1.9181309
5742,1.9281268
5747,1.887522
5760,1.8933748
5774,1.8998464
5788,1.9228865
5796,1.8998464
5797,1.8809549
5800,1.9069707
5812,1.8933748
5814,1.8894889
5818,1.8809549
5819,1.9199549
5823,1.9134916
5826,1.9082948
5830,1.887522
5831,1.8962843
5846,1.898677
5864,1.8984834
5869,1.8771876
5870,1.9151791
5879,1.8809549
5883,1.9215032
5886,1.887522
5889,1.923767
5904,1.915204
5905,1.8809549
5910,1.8962843
5911,1.8933748
5914,1.895767
5915,1.8933748
5920,1.8771876
5925,1.9100299
5926,1.9056252
5934,1.9113533
5939,1.9113806
5941,1.8771876
5943,1.8809549
5949,1.922615
5961,1.8998464
5965,1.9093437
5966,1.9012198
5969,1.8771876
5970,1.8920071
5978,1.9117488
5979,1.9121639
5983,1.8920071
5985,1.923767
5989,1.8936976
5997,1.8933748
6004,1.8962843
6010,1.9127624
6013,1.8984834
6019,1.887522
6020,1.8933748
6032,1.8962843
6036,1.9274731
6037,1.9316337
6039,1.8883531
6050,1.9035382
6051,1.9017469
6053,1.9157922
6057,1.9012198
6059,1.8933748
6067,1.9277198
6068,1.8920071
6075,1.8809549
6078,1.8809549
6079,1.9274731
6080,1.9224259
6082,1.9303983
6084,1.887522
6091,1.9093437
6092,1.887522
6093,1.9473723
6096,1.887522
6102,1.8809549
6105,1.8984834
6116,1.8997765
6122,1.8809549
6126,1.8809549
6131,1.8981808
6140,1.9137247
6141,1.8858113
6146,1.8933748
6147,1.9117488
6157,1.9031885
6162,1.8933748
6163,1.8933748
6165,1.9034415
6170,1.9329772
6208,1.8920071
6216,1.922155
6218,1.887522
6223,1.8922051
6224,1.9053166
6227,1.9075481
6240,1.9175321
6241,1.8920071
6246,1.8920071
6248,1.9045643
6249,1.8809549
6255,1.8995194
6261,1.9100299
6262,1.9281268
6269,1.8933748
6271,1.895767
6278,1.9183197
6284,1.9012198
6285,1.8809549
6287,1.8933748
6288,1.9117488
6291,1.903836
6296,1.8809549
6297,1.9137247
6304,1.9021415
6309,1.887522
6310,1.887522
6311,1.9161469
6316,1.887522
6319,1.887522
6332,1.936933
6335,1.9159424
6336,1.8920071
6341,1.8933748
6359,1.8962843
6369,1.8970301
6375,1.887522
6378,1.9171454
6380,1.887522
6385,1.9113806
6387,1.9473723
6391,1.9052566
6392,1.8933748
6393,1.887522
6400,1.8771876
6411,1.902429
6415,1.9137247
6416,1.9134262
6419,1.9034415
6421,1.8933748
6432,1.903836
6438,1.8922051
6444,1.8809549
6445,1.8970301
6446,1.8933748
6448,1.9350212
6452,1.894737
6459,1.9133593
6470,1.9045643
6475,1.8809549
6484,1.9085394
6492,1.8980944
6502,1.8920071
6505,1.8771876
6506,1.9052566
6513,1.8962843
6514,1.9069108
6524,1.922615
6525,1.8809549
6528,1.8933748
6529,1.9320302
6531,1.9012198
6538,1.8995194
6541,1.9134916
6546,1.8984834
6553,1.8933748
6563,1.8771876
6567,1.8998464
6586,1.9215032
6588,1.9185601
6589,1.9267803
6591,1.9100299
6596,1.8809549
6607,1.8920071
6613,1.9127624
6615,1.9229625
6625,1.887522
6629,1.905785
6630,1.9108845
6632,1.8962843
6640,1.8809549
6645,1.8995194
6648,1.9123356
6656,1.897498
6658,1.8984834
6661,1.894737
6663,1.887522
6665,1.9109449
6673,1.8962843
6676,1.8962843
6681,1.8771876
6683,1.9137247
6684,1.8771876
6695,1.8934773
6697,1.887522
6700,1.9095703
6702,1.8933748
6703,1.8920071
6704,1.9052566
6712,1.9267803
6716,1.9139767
6723,1.8809549
6733,1.9371027
6734,1.887522
6739,1.9197131
6743,1.8771876
6746,1.8858113
6756,1.8970301
6758,1.8920071
6765,1.887522
6772,1.9012198
6776,1.928026
6777,1.887522
6784,1.8920071
6785,1.887522
6788,1.8922051
6790,1.9045643
6792,1.8771876
6797,1.887522
6802,1.9117488
6806,1.8771876
6808,1.8771876
6809,1.9171454
6810,1.8920071
6814,1.8858113
6815,1.8883531
6819,1.887522
6824,1.9127667
6830,1.9053166
6835,1.9112823
6838,1.887522
6845,1.9373556
6846,1.8771876
6847,1.9135362
6848,1.9322203
6849,1.9109449
6864,1.9255967
6869,1.9012198
6870,1.8809549
6876,1.8937988
6878,1.8995194
6890,1.9368968
6892,1.922369
6899,1.8962843
6906,1.8933748
6908,1.887522
6912,1.905817
6913,1.8771876
6925,1.8883531
6932,1.8984834
6935,1.887522
6939,1.894737
6946,1.905817
6950,1.887522
6963,1.887522
6972,1.9100299
6974,1.887522
6978,1.9004706
6979,1.8771876
6985,1.915204
6989,1.9121311
7005,1.8809549
7007,1.8995194
7009,1.922615
7015,1.887522
7036,1.9053166
7047,1.9157922
7049,1.887522
7054,1.9100299
7056,1.926758
7058,1.8933748
7061,1.8771876
7064,1.887522
7066,1.8933748
7069,1.887522
7085,1.8962843
7086,1.9371027
7096,1.887522
7103,1.9281268
7122,1.903836
7125,1.9052566
7126,1.8886011
7130,1.8771876
7134,1.9281268
7135,1.887522
7140,1.9229625
7145,1.887522
7148,1.8984834
7151,1.9350212
7156,1.9116046
7157,1.8771876
7161,1.8933748
7163,1.8999954
7168,1.8883531
7170,1.9371027
7174,1.8771876
7175,1.9091942
7199,1.887522
7200,1.922615
7203,1.9134262
7209,1.9050379
7210,1.9368968
7215,1.8809549
7240,1.922615
7241,1.8809549
7248,1.9233307
7253,1.922615
7260,1.8920071
7262,1.895767
7264,1.9056252
7265,1.9233307
7267,1.9071679
7268,1.9320302
7269,1.9045643
7270,1.8933748
7271,1.8771876
7274,1.9192224
7289,1.8809549
7292,1.9100299
7293,1.8980944
7294,1.8771876
7296,1.9206055
7298,1.8920071
7299,1.8809549
7304,1.9267803
7305,1.8933748
7308,1.905817
7309,1.8920071
7310,1.8920071
7311,1.8984834
7312,1.8934773
7317,1.887522
7319,1.9127624
7320,1.9116046
7329,1.9169623
7330,1.9117488
7331,1.9171882
7336,1.8920071
7353,1.903622
7358,1.9231669
7363,1.928026
7365,1.9117488
7366,1.8920071
7374,1.9082948
7377,1.8920071
7378,1.9185601
7382,1.8998464
7388,1.8984834
7398,1.8920071
7400,1.8984834
7411,1.8809549
7426,1.9004706
7434,1.936933
7436,1.8771876
7442,1.8809549
7443,1.9050459
7464,1.903836
7470,1.887522
7476,1.887522
7478,1.887522
7479,1.8998464
7480,1.9117488
7487,1.895767
7495,1.8999954
7498,1.9050379
7507,1.9187422
7525,1.9277198
7527,1.8771876
7528,1.8809549
7533,1.8771876
7535,1.9274731
7536,1.8771876
7537,1.9045643
7544,1.8771876
7552,1.8980944
7553,1.9134262
7554,1.9141555
7555,1.8922051
7556,1.9320302
7560,1.9086725
7564,1.9134916
7570,1.8809549
7571,1.887522
7573,1.8886011
7574,1.8809549
7575,1.887522
7592,1.9121639
7595,1.9199549
7596,1.905817
7601,1.8933748
7608,1.8920071
7610,1.887522
7613,1.8999954
7623,1.8934773
7630,1.8809549
7638,1.8809549
7643,1.8771876
7647,1.9185601
